IDX,X,Y,TYPE,SPEED,DirType,Direction // Сгенерировано 2015-10-31 00:28:23 http://mapcam.info
0,73.4428418,54.9277430,1,40,1,145
0,73.3989286,54.9737467,3,60,2,253
0,72.6927352,55.5824200,5,60,2,124
0,73.3044237,55.0451510,102,20,2,15
0,73.3759958,54.9146682,5,60,2,138
0,73.3062369,55.0491985,102,10,2,15
0,73.4458137,55.0338883,102,20,2,94
0,73.3892351,54.9731895,3,60,2,173
0,73.2612991,55.1633030,101,60,1,28
0,73.2728863,55.1879133,101,60,1,13
0,73.2673931,55.1712134,101,60,1,200
0,73.4382713,55.0342977,101,40,1,275
0,73.3830124,54.9704460,3,60,1,165
0,73.3824867,54.9728754,3,60,1,81
0,74.0618956,54.9695684,5,90,0,18
0,73.1221000,55.0171000,101,60,1,105
0,73.1224000,55.0170000,5,60,1,285
0,73.6927540,54.7052872,5,60,2,134
0,73.4029520,54.8534955,103,30,2,2
0,73.3936211,54.9734427,1,60,2,266
0,73.2619750,55.1640032,101,60,1,208
0,73.1573207,55.0383716,5,20,1,210
0,73.2992899,54.9714960,5,60,1,244
0,73.4167761,54.9801288,102,10,2,85
0,73.0274642,54.9502601,5,20,2,174
0,73.0397487,54.9444248,101,50,1,180
0,73.2968062,54.9708771,5,60,1,53
0,73.3397645,55.0101630,5,60,1,301
0,73.2544702,55.1551210,101,60,1,23
0,73.2665992,55.1701642,5,60,2,20
0,73.3793217,54.9676962,5,60,1,180
0,71.4978218,55.9849032,5,50,1,270
0,73.3319807,55.0444318,101,40,1,340
0,73.2551086,55.0288646,5,40,1,90
0,73.3501017,54.9582938,5,60,2,180
0,73.2000590,55.0025274,5,60,1,310
0,75.3011084,56.9397070,5,40,1,311
0,75.3143532,56.9428002,5,40,1,231
0,75.3083986,56.9451995,102,20,2,115
0,73.3178508,54.9574621,101,40,1,44
0,73.3536315,54.9983705,102,10,2,146
0,73.3336437,55.0425569,101,40,1,336
0,73.3351994,55.0409586,101,40,1,152
0,74.3864310,56.8886350,101,40,1,148
0,74.3937889,56.8819617,102,30,2,328
0,74.3840160,56.8908010,101,40,1,327
0,72.6370056,54.9649646,102,30,2,84
0,72.6414990,54.9652020,102,30,2,83
0,72.6445940,54.9640912,102,30,2,92
0,72.6458554,54.9640848,102,30,2,91
0,73.2594518,54.9434857,101,70,1,40
0,73.2551610,54.9425650,101,70,1,276
0,72.6264580,54.9714790,101,50,1,188
0,73.2936360,54.8420000,102,30,2,75
0,73.2651084,55.0311825,102,20,1,270
0,73.2854050,55.0334130,101,40,1,108
0,73.2866460,55.0331620,102,30,2,110
0,73.3107730,54.9832330,101,40,1,218
0,73.3094840,54.9824590,101,40,1,41
0,73.3048660,54.9801460,101,40,1,220
0,73.3012230,54.9777000,101,40,1,221
0,73.2990500,55.0102990,104,40,1,135
0,73.2320150,55.0289380,101,40,1,308
0,73.2374100,55.0285350,101,40,1,88
0,73.2603980,55.0289330,101,40,1,89
0,73.3015770,54.9757850,101,40,1,139
0,73.2978437,55.0122613,104,40,1,319
0,72.8920509,54.9699529,101,50,1,303
0,72.6884444,54.9903629,101,70,1,265
0,73.0498960,54.9539262,5,60,1,276
0,73.2952856,55.0125011,1,60,1,35
0,72.8733226,54.9742726,103,40,1,31
0,73.2307645,54.9907984,103,60,1,300
0,72.2136131,55.8629731,5,60,1,350
0,72.9001083,54.9670030,101,50,1,120
0,73.1166913,55.0178738,101,60,1,286
0,73.1568386,55.0130141,101,60,1,105
0,73.3393361,54.9518524,104,50,1,23
0,73.0962171,54.9515027,101,60,1,95
0,73.2716939,55.0291028,5,60,1,335
0,73.4147812,54.9594976,101,40,1,176
0,73.3620771,54.9695726,1,60,1,71
0,74.6115831,55.0030431,5,80,1,260
0,74.4053631,54.9973331,5,90,1,263
0,73.3443536,54.9692863,5,60,1,338
0,73.2964166,54.9894901,102,20,2,131
0,73.2787837,55.0263610,102,20,2,88
0,73.2771315,55.0263395,102,20,2,88
0,73.2815035,55.2024694,1,60,2,348
0,74.6150299,56.1122113,101,40,1,1
0,74.6139892,56.0874346,101,40,1,181
0,73.3131965,54.9422353,101,40,1,120
0,73.4274264,54.9806776,102,30,2,265
0,73.0470144,55.1055829,104,60,1,344
0,73.3860185,54.9880104,5,60,1,345
0,74.3590460,56.9105580,5,20,2,356
0,74.3804607,56.8998228,5,20,2,298
0,74.4040911,56.8789484,102,30,2,108
0,73.3039319,55.0591870,105,40,1,195
0,74.3756434,56.8982202,102,30,2,328
0,73.4370995,54.9321570,105,40,2,320
0,74.3298500,55.8698500,103,60,1,255
0,74.3642220,55.8772293,103,60,1,80
0,74.6267512,56.0952552,102,10,2,120
0,74.6229800,56.0963102,102,10,1,274
0,73.5843649,54.8048024,5,90,2,150
0,73.2530176,55.0310413,102,20,2,64
0,73.2507270,55.0308260,102,10,2,85
0,73.2518750,55.0308568,102,20,2,90
0,73.2545948,55.0337621,102,30,2,66
0,73.2553404,55.0339527,102,30,2,65
0,74.6136888,56.0809958,101,60,1,183
0,74.6378716,56.0954933,102,20,2,112
0,74.2114536,55.8432584,5,60,1,57
0,74.6130554,56.0712021,101,70,1,2
0,74.6124975,56.0666387,5,70,1,3
0,73.1502332,55.0315540,102,20,2,54
0,74.5997735,56.0573992,101,70,1,220
0,73.6920281,55.6723643,5,60,2,65
0,74.0523668,55.8015901,101,70,1,242
0,74.1200873,55.8210273,101,70,1,65
0,74.6121113,56.0664111,5,70,1,219
0,74.2109176,55.8431212,5,60,1,254
0,74.0659496,55.8072201,5,70,1,81
0,74.0657135,55.8071723,5,70,1,234
0,74.6235975,56.5518228,101,70,1,5
0,74.6206471,56.5378465,101,70,1,186
0,73.2315242,54.9938641,102,10,2,5
0,73.2659905,55.0540831,102,20,2,156
0,73.6111387,54.7707467,5,90,2,156
0,73.6146363,54.7650061,105,90,2,169
0,73.3845403,54.9875000,103,40,1,45
0,73.3859619,54.9780037,103,40,1,354
0,74.5597985,56.6460132,103,80,1,348
0,74.6487620,56.4042933,103,70,1,139
0,74.6750530,56.3020620,101,70,1,215
0,74.6893974,56.3228425,101,70,1,19
0,74.5967379,56.5880836,103,80,1,132
0,74.5614185,56.6077783,103,80,1,1
0,74.3273918,56.9104335,5,40,1,15
0,74.4206243,56.8756595,5,40,1,128
0,74.3852510,56.8896750,102,30,2,148
0,74.3943170,56.8814838,5,20,2,150
0,74.3770115,56.8970235,102,20,2,150
0,73.2314452,54.9934521,102,20,1,187
0,73.2977654,54.9712040,104,40,1,56
0,73.2932540,54.9713010,104,40,1,331
0,73.3635922,54.9054204,101,40,1,270
0,73.2081636,54.9986834,101,40,1,120
0,73.3176567,54.8001338,5,90,1,315
0,72.9575917,55.2711204,5,40,1,179
0,71.9209600,54.9382489,103,20,1,353
0,71.8990156,54.9391025,105,60,0,0
0,71.9403913,54.9417433,103,30,2,174
0,71.9079902,54.9435305,103,10,2,177
0,71.9192046,54.9477223,103,10,2,174
0,73.0927997,55.0319492,5,90,2,155
0,72.9122945,55.2252092,5,60,2,122
0,72.7054264,55.1527124,102,30,2,29
0,71.9216367,54.9236853,5,40,1,0
0,73.3724435,55.0186482,102,20,2,3
0,73.4995313,55.5965321,5,60,2,51
0,73.4485760,54.9708311,5,40,2,48
0,73.3998618,54.9428875,5,40,1,90
0,73.2957417,54.8667537,1,60,1,200
0,73.3773506,55.0150425,102,20,2,92
0,74.3707302,56.9024177,5,40,1,147
0,73.3808106,55.0283421,103,30,2,90
0,73.2488614,54.9906915,102,20,2,6
0,73.4888198,54.9585186,102,30,2,170
0,73.0316657,54.7147534,102,20,2,108
0,73.2892377,54.8521612,5,60,2,9
0,73.5867312,55.0091971,5,90,2,84
0,74.6145000,56.0979860,5,40,2,3
0,74.6138134,56.0874043,5,60,2,0
0,73.3276406,55.4925252,5,60,2,48
0,73.3419689,54.9552874,5,60,2,24
0,73.3907760,54.9823296,102,20,1,85
0,73.3060273,55.0266415,5,60,1,16
0,73.4426269,54.9689741,103,30,1,89
0,73.2857176,55.0559219,103,30,2,65
0,73.4857112,54.9677639,5,80,1,359
0,73.4690520,54.9817575,105,40,2,48
0,73.4818140,54.9856573,5,40,2,150
0,73.4855529,54.9747350,101,40,1,178
0,73.4854081,54.9776383,101,40,1,3
0,73.4882351,54.9601356,102,30,2,169
0,73.3207427,55.0160824,1,60,2,121
0,73.3439141,54.9876042,1,60,1,54
0,73.0994881,55.0998268,104,40,1,292
0,73.4255696,54.9805473,102,10,1,176
0,73.4252048,54.9825913,102,10,1,0
0,73.2651352,55.0311824,102,20,1,70
0,73.4258631,55.0656194,5,60,2,15
0,73.4041318,54.9831363,102,20,1,85
0,73.3457187,54.8857443,104,40,1,15
0,73.2800153,54.9795623,5,60,1,311
0,73.3854207,55.0006436,102,10,1,30
0,73.4090794,54.9929422,5,40,1,354
0,73.3189395,55.0617318,5,60,1,149
0,74.0583548,55.5317880,5,60,2,16
0,74.0354380,55.5153721,5,60,1,58
0,73.2645282,54.8875370,5,70,1,340
0,73.5608372,54.8253652,5,90,2,145
0,73.5148549,55.2504629,5,60,1,2
0,73.5050150,54.9692666,5,60,1,262
0,73.2726445,54.9900463,102,20,1,312
0,73.4105316,54.9592516,102,30,2,87
0,73.4290871,54.9513305,102,30,2,7
0,73.4164002,54.9192900,103,40,1,90
0,73.4313187,54.9197771,104,20,1,177
0,73.4091368,54.9348165,102,10,2,88
0,73.4348324,54.9431753,102,20,2,32
0,73.4801382,54.9552289,5,60,2,68
0,74.3644732,55.2548139,103,30,2,59
0,74.3787855,55.2587026,103,20,2,67
0,74.4655335,55.3017987,103,40,2,68
0,74.5100796,55.3121067,103,40,2,64
0,74.9333912,55.4319629,5,40,2,168
0,73.7156924,55.0135266,5,60,2,82
0,73.2671675,54.9681858,103,40,2,169
0,73.3837485,54.9620635,5,40,1,264
0,73.3936137,54.9509870,102,20,2,167
0,73.3398838,54.9760958,5,60,1,158
0,73.2917126,55.0290730,102,10,1,331
0,72.8936919,54.9693108,5,60,2,125
0,73.0850300,54.9512269,104,20,1,288
0,73.0793356,54.9522874,5,20,1,104
0,73.0873876,54.9510859,104,20,1,78
0,72.6179045,54.9526786,5,60,1,356
0,72.3910111,54.6245033,102,20,2,56
0,72.3959035,54.6265529,102,20,2,59
0,71.7786950,54.3664305,5,40,2,80
0,73.2558769,54.9909110,102,20,2,185
0,73.4303667,54.9758652,5,40,1,265
0,73.3000154,55.0528738,105,60,1,20
0,73.3232862,55.0497608,102,10,2,104
0,73.2920521,55.0289567,102,10,1,122
0,73.4036749,54.9494004,5,10,1,138
0,72.1966886,55.8946206,5,60,1,105
0,73.4556157,54.9232299,102,20,2,350
0,73.3287739,54.9459621,101,40,1,45
0,73.4055413,55.0006812,101,40,1,330
0,73.3416540,54.9867006,5,60,1,55
0,73.4109515,54.9440056,101,40,1,144
0,73.3228893,54.9351061,101,40,1,112
0,73.1514076,55.0316339,102,20,2,145
0,73.1466011,55.0300136,102,30,2,50
0,73.4775982,55.1003237,102,40,0,0
0,73.4736231,55.0964970,102,40,0,0
0,73.4712306,55.0942132,102,40,0,0
0,73.4688166,55.0918879,102,40,0,0
0,73.4654424,55.0886260,102,40,0,0
0,73.4002013,55.0083834,101,40,1,219
0,73.4030122,55.0109396,101,40,1,35
0,73.4020895,55.0303449,101,40,1,272
0,73.4073627,55.0295748,101,40,1,124
0,73.2754678,54.9293364,102,40,2,330
0,73.4446401,54.9308190,101,40,1,275
0,73.4004051,54.9437499,103,10,2,3
0,73.4002549,54.9420521,102,10,1,179
0,73.4002978,54.9423845,102,10,1,2
0,73.2489407,54.9913011,102,40,2,6
0,73.2483077,54.9946640,102,40,2,95
0,73.2556838,54.9941977,102,40,2,96
0,73.0289048,54.9492094,102,30,2,5
0,73.0284113,54.9519204,102,20,2,85
0,73.3740282,54.9864313,5,60,1,159
0,74.3773407,54.4993712,5,60,2,118
0,74.5812744,54.5988422,103,30,1,50
0,74.4894463,54.5548118,103,30,1,219
0,71.4735940,55.9870064,5,70,0,300
0,73.3025635,55.0183400,101,40,1,17
0,73.2962373,55.0131111,101,40,1,218
0,73.2619655,55.0414487,5,60,2,157
0,73.4731895,54.8654941,5,90,2,300
0,73.8849622,54.6617814,5,60,2,310
0,73.7895614,54.6695873,5,60,1,285
0,73.7906772,54.6694880,5,60,1,90
0,73.3387479,55.0222458,5,40,1,169
0,73.2502657,54.8934807,5,70,1,261
0,73.2510543,55.0287584,102,30,2,89
0,73.4163374,55.0677957,102,20,2,50
0,73.3779201,54.9489044,5,60,2,201
0,73.4391791,54.9723734,101,40,1,3
0,73.4391684,54.9710186,101,40,1,190
0,73.4334070,54.9700517,102,40,2,167
0,73.4337020,54.9694544,102,40,2,163
0,73.2542408,55.0313818,102,30,2,65
0,73.4430737,54.9715728,102,40,2,47
0,73.3139789,54.9891013,102,10,1,130
0,73.3131367,54.9894860,102,10,1,273
0,73.3818656,55.0180720,102,20,2,4
0,73.4084731,54.9567747,102,20,2,81
0,72.9383358,55.2137244,5,60,2,140
0,73.2213541,54.9939966,102,30,2,120
0,73.2175427,54.9952923,102,30,2,120
0,73.3999062,54.9676638,102,40,1,174
0,73.3794141,54.9618633,5,60,2,0
0,73.4331924,54.9675483,5,60,1,264
0,73.3152610,55.0177200,5,60,1,120
0,73.4688041,54.9727711,101,40,1,93
0,73.4626913,54.9760804,101,40,1,320
0,73.1500798,55.0137455,5,60,2,101
0,73.4193204,55.0191384,102,40,2,95
0,73.3499854,54.9542893,102,30,2,180
0,73.2795367,54.9866375,102,30,2,130
0,73.4348166,54.8831474,5,60,2,130
0,73.3875092,54.9494959,5,40,1,7
0,73.0191988,55.2717531,104,30,1,14
0,73.0217523,55.2694228,104,30,1,195
0,73.4046322,54.9535835,102,30,1,182
0,73.5533205,54.9286638,104,30,1,80
0,73.3478352,54.9667755,5,60,1,71
0,73.3970765,55.0258189,102,20,1,271
0,73.3795160,55.0260387,102,40,1,273
0,73.3548438,54.9919190,5,60,1,235
0,73.2608700,54.9880300,5,60,1,274
0,73.3795148,54.9540685,5,60,2,180
0,73.3793003,54.9677402,5,60,1,342
0,73.3024830,55.0242076,102,30,2,33
0,73.2457597,55.0287153,102,30,2,89
0,73.2954519,55.0124703,1,60,1,218
0,73.2768840,55.0289690,102,30,1,269
0,73.2846946,55.0473083,102,30,2,269
0,73.2785309,55.0364905,102,30,1,269
0,73.4548486,55.0334670,102,30,2,94
0,73.3261400,55.0327167,5,40,2,118
0,73.4428430,54.9631969,102,10,2,12
0,73.4246500,54.9669730,5,60,1,265
0,73.4876330,54.9620090,102,40,2,170
0,73.4867550,54.9647290,102,40,2,170
0,73.4344550,54.9676720,101,40,1,82
0,73.3677970,54.9988288,102,40,1,91
0,73.4570310,54.9099620,101,40,1,0
0,73.4422279,54.9615680,102,20,2,13
0,73.4384728,54.9312478,101,40,1,320
0,73.4465301,54.9249350,101,40,1,145
0,73.2941508,54.9906583,102,20,2,132
0,73.3312189,54.9819681,104,40,1,241
0,73.4075117,54.9817573,102,20,2,173
0,73.3112097,54.9082233,102,40,2,18
0,73.3098739,54.9170670,102,20,1,11
0,73.3789730,54.9725490,101,40,1,263
0,73.3122236,54.9286338,102,40,1,7
0,73.3620235,54.9695611,1,60,1,251
0,73.3281827,54.9506824,102,40,1,46
0,73.3313692,54.9496254,102,20,2,133
0,73.3382356,54.9457804,102,20,1,314
0,73.3386648,54.9455432,102,20,1,132
0,73.3032247,55.0187599,5,40,1,217
0,73.3105874,55.0357590,5,60,1,195
0,73.5225302,54.9411293,102,40,2,81
0,73.5236594,54.9412233,102,40,2,81
0,73.2229516,54.9958242,5,40,1,91
0,73.2889608,55.0356406,102,40,1,21
0,73.2886443,55.0346584,102,40,1,202
0,73.3484172,54.9982597,102,20,2,56
0,73.4045410,54.9536020,102,40,1,333
0,73.3984698,54.9881429,102,40,2,84
0,73.3955920,54.9677310,102,40,2,174
0,73.3901980,54.9510500,102,40,2,346
0,73.3899143,54.9822708,102,30,1,84
0,73.3667140,54.9988188,102,40,1,269
0,73.3531500,54.9988300,102,30,2,146
0,73.3499450,54.9525830,5,40,1,179
0,73.3300020,54.9318390,102,40,1,293
0,73.3250730,54.9273530,102,40,2,97
0,73.3210980,54.9280740,102,40,1,194
0,73.3190230,54.9221760,5,40,1,190
0,73.3173428,54.9222823,103,20,2,279
0,73.2996370,54.9767000,102,40,2,133
0,73.2815930,54.9490810,102,40,2,300
0,73.2787320,55.0292210,102,40,1,90
0,73.2779755,55.0263571,102,40,2,269
0,73.2772596,55.0413337,102,40,2,246
0,73.2734220,55.0403590,102,40,2,245
0,72.8253020,55.4273560,5,90,2,174
//© 2009-2015 mapcam.info
//Распространение, а также коммерческое использование базы данных или ее части без согласования с администрацией проекта MapCam.info запрещено.
