IDX,X,Y,TYPE,SPEED,DirType,Direction // Сгенерировано 2015-10-31 00:28:23 http://mapcam.info
0,71.4190292,51.1413403,1,60,2,203
0,71.5229005,51.1403744,1,60,1,302
0,71.4637470,51.1284144,1,60,2,285
0,71.4119911,51.1478019,1,60,1,7
0,71.4100385,51.1410643,1,60,1,15
0,72.9903987,50.0539236,101,50,1,212
0,72.9837469,50.0101609,5,70,1,148
0,72.9826337,50.0571216,101,40,1,56
0,72.0258522,52.4538911,5,40,0,0
0,73.0826211,49.7983863,101,40,1,68
0,73.1240773,49.7824556,101,40,1,38
0,73.1202793,49.7795182,101,40,1,228
0,71.4004120,51.0994810,1,60,1,103
0,71.3903250,51.0876300,1,60,1,13
0,71.3907090,51.0879010,1,60,1,193
0,73.0967832,49.8132040,102,10,2,65
0,73.0910325,49.8143117,101,40,1,243
0,73.0924487,49.8061142,101,40,1,156
0,73.0863333,49.7744883,101,40,1,57
0,73.0770099,49.7693262,101,40,1,225
0,73.0611420,49.7922640,101,40,1,230
0,73.0556917,49.7877479,101,40,1,340
0,73.0828679,49.7944041,102,10,2,60
0,73.0769134,49.7927904,101,40,1,312
0,73.0729651,49.7808068,101,40,1,180
0,73.0764520,49.7834809,101,40,1,40
0,73.0832863,49.7785206,101,40,1,45
0,73.0737591,49.7791026,101,40,1,310
0,73.2322240,49.9251803,5,50,1,253
0,73.1920445,49.8382316,5,40,1,115
0,73.1910521,49.8384184,5,40,1,295
0,73.1569505,49.7800171,101,40,1,218
0,73.0017471,50.0589228,102,20,2,120
0,72.9935074,50.0594463,102,20,2,120
0,73.0007386,50.0548622,102,20,2,27
0,73.0349126,49.8163816,104,60,1,11
0,73.0338478,49.8152636,104,60,1,240
0,73.0888116,49.8310503,104,60,1,300
0,73.0365112,49.8204330,104,60,1,190
0,73.0888110,49.8310520,104,60,1,150
0,73.0821276,49.8329240,105,60,0,0
0,73.0400383,49.8226047,104,60,1,90
0,73.0695963,49.7812225,101,40,1,127
0,73.2004355,49.8896818,101,40,1,359
0,72.9824674,49.7980746,5,50,1,63
0,73.0793810,49.9110118,5,40,2,157
0,73.2053643,49.9466669,101,40,1,300
0,71.4450606,51.1466868,1,60,1,178
0,73.1200606,49.8228580,101,40,1,235
0,73.1402201,49.8136408,5,60,1,73
0,73.1380958,49.8184798,101,40,1,345
0,71.4324113,51.1546316,5,60,1,225
0,73.1092031,49.8196400,101,40,1,20
0,73.1086251,49.8159901,5,40,1,155
0,73.0906931,49.8085636,5,40,2,335
0,73.1074274,49.7865175,101,40,1,310
0,73.0930508,49.7953970,101,50,1,325
0,73.0983937,49.7914908,101,50,1,130
0,73.1062258,49.8063107,101,40,1,333
0,73.1119335,49.8032363,101,40,1,135
0,73.1064940,49.8167096,101,40,1,290
0,73.1076596,49.8169900,101,40,1,140
0,72.8363375,49.8043895,102,30,2,56
0,72.8302408,49.8018066,102,30,2,60
0,72.9761387,50.0466303,5,40,2,0
0,67.7030095,47.7978108,102,20,2,0
0,67.7053698,47.7974252,102,30,2,90
0,67.7031221,47.7974540,102,20,1,271
0,67.7226647,47.8072548,102,30,1,87
0,67.7199181,47.8072836,102,30,1,90
0,67.7172359,47.8066062,102,40,1,80
0,67.7157446,47.8066423,101,40,1,84
0,69.1230770,54.9124410,101,20,1,269
0,71.4174251,51.1633095,102,40,2,170
0,71.4212580,51.1629058,102,30,2,79
0,72.9862286,50.0632771,1,50,1,104
0,72.9685582,50.0611713,1,50,1,10
0,72.9861320,50.0630326,1,50,1,282
0,71.5035541,51.1477078,1,60,1,114
0,71.4110821,51.1757617,1,60,2,261
0,71.4108381,51.1432943,5,60,1,16
0,72.9620892,50.0514360,106,40,1,100
0,72.9792125,50.0495898,101,40,1,100
0,72.9324777,50.0672506,101,50,1,295
0,71.3994248,51.1755411,1,40,1,105
0,73.1651205,49.7920752,5,40,1,315
0,73.0596429,49.8429600,5,60,2,155
0,72.9655166,50.0586521,5,40,1,280
0,69.1276230,54.9121150,101,20,1,147
0,73.1954395,49.8721005,101,40,1,191
0,73.1960269,49.8747142,101,40,1,11
0,73.1989183,49.8846732,101,40,1,11
0,73.1984295,49.8820549,101,40,1,191
0,71.4453871,51.1206707,1,60,1,104
0,73.0030909,49.9903736,1,90,2,148
0,73.0569148,49.9358506,1,60,1,328
0,73.0579797,49.9337340,1,60,1,188
0,73.0569658,49.9017821,103,20,1,63
0,73.0953080,49.8481168,103,40,2,35
0,73.1568164,49.7973042,5,60,1,319
0,73.0573721,49.8460907,1,60,2,156
0,73.0715797,49.8261131,5,60,2,157
0,73.0544163,49.8521298,5,40,1,168
0,73.0530644,49.8248811,5,60,2,65
0,71.4722253,51.1825344,102,40,2,32
0,71.4453264,51.1416352,3,60,1,185
0,71.5074758,51.1513894,1,60,1,30
0,71.4821800,51.1411000,1,60,2,67
0,71.4792500,51.1640402,1,60,1,298
0,71.4870704,51.1610194,1,60,2,122
0,71.4963258,51.1451300,1,60,1,245
0,71.4977466,51.1455327,1,60,1,64
0,72.9753105,50.0500414,101,50,1,99
0,71.4472560,51.1739464,102,30,2,79
0,71.3676722,51.2027034,102,30,2,38
0,71.3644160,51.2003884,102,20,2,126
0,71.3864890,51.2023610,102,30,2,118
0,71.4879344,51.1562009,102,10,2,32
0,71.4893345,51.1576729,102,30,2,30
0,73.1313689,49.7917039,1,60,1,316
0,69.1211167,54.8592902,102,20,1,47
0,69.1209236,54.8591760,102,20,1,231
0,69.1148699,54.8543110,1,60,2,227
0,69.1147787,54.8543651,1,60,1,52
0,69.1323471,54.8565236,102,20,1,137
0,69.1318509,54.8568169,102,20,1,318
0,69.1500580,54.8764700,101,40,1,0
0,69.1494380,54.8727550,101,40,1,228
0,69.1441328,54.8785818,1,40,2,187
0,71.5046875,51.1485334,1,60,1,30
0,72.7256686,50.0880990,103,60,0,0
0,72.8363044,50.0819308,104,40,1,297
0,71.4756279,51.1979344,1,60,1,58
0,71.4762609,51.1980991,1,60,1,236
0,72.9713241,50.0228417,5,50,2,328
0,72.9920227,50.0467857,5,60,1,299
0,72.9344732,50.0600362,103,40,1,147
0,72.9373539,50.0573292,103,40,1,326
0,72.8951078,50.1086451,102,40,2,104
0,72.9632480,50.0653222,102,40,1,247
0,72.9623596,50.0376961,5,40,1,6
0,72.9646395,50.0656359,102,40,1,99
0,72.9678528,50.0559020,102,40,1,191
0,72.9671688,50.0560862,102,40,1,8
0,72.9490398,50.0496625,101,50,1,244
0,72.9616193,50.0588398,101,40,1,84
0,72.9612921,50.0584799,101,40,1,274
0,72.9507725,50.0547114,102,40,2,318
0,72.9558392,50.0632813,5,40,1,65
0,72.9900829,50.0652889,101,40,1,189
0,72.9910136,50.0385138,101,50,1,225
0,72.9875751,50.0506260,102,20,2,30
0,72.9860382,50.0632391,5,50,1,101
0,72.9642613,50.0452523,5,40,1,8
0,72.9638911,50.0444668,101,40,1,14
0,72.9644195,50.0430561,101,40,1,192
0,72.9718761,50.0579520,5,40,1,282
0,72.9947688,50.0500672,102,40,2,119
0,72.9780666,50.0543150,101,40,1,191
0,72.9712350,50.0647268,101,40,1,281
0,72.9808910,50.0636559,5,60,1,281
0,72.9426078,50.0451584,102,40,2,31
0,72.9764090,50.0490347,101,40,1,9
0,72.9861133,50.0488460,5,40,1,279
0,72.9867569,50.0581863,5,40,2,277
0,72.9933391,50.0408382,101,50,1,15
0,72.9992453,50.0531224,101,40,1,209
0,67.6921587,47.7799979,101,40,1,51
0,67.6932531,47.7805819,101,40,1,231
0,67.7089065,47.7885477,101,30,1,219
0,67.7100303,47.7896857,101,40,1,213
0,73.1469217,49.7816156,1,50,2,135
0,73.1304315,49.7826617,3,60,2,43
0,73.0748346,49.8213674,3,60,2,155
0,73.1013885,49.7899073,1,60,1,132
0,73.1103471,49.7851971,1,40,2,129
0,73.1010666,49.7899939,1,50,1,311
0,73.1097717,49.8057076,102,20,2,36
0,73.1092165,49.8053008,102,20,2,38
0,71.4422242,51.1366160,1,60,1,25
0,71.4425353,51.1366664,1,60,1,200
0,71.4048932,51.1657193,102,30,2,78
0,72.9799608,50.0623056,101,40,1,12
0,73.0357924,49.8090361,1,40,1,72
0,73.1805378,49.8357439,101,40,1,45
0,73.1760693,49.8326679,101,40,1,44
0,73.1686449,49.8277785,1,60,1,46
0,73.1693208,49.8279169,1,60,1,224
0,72.8207248,49.7977682,102,0,1,237
0,72.8222832,49.7983759,5,40,1,56
0,72.8508165,49.7984642,5,0,1,112
0,72.8628302,49.7952352,101,40,1,293
0,72.8259122,49.8001799,101,40,1,237
0,71.4140269,51.1746822,102,30,2,170
0,71.4538872,51.1301314,1,60,1,103
0,71.4389473,51.1324777,1,60,1,285
0,71.4252842,51.1349047,1,60,1,105
0,71.4664989,51.1567389,1,60,2,167
0,71.4648360,51.1590369,1,60,1,244
0,71.4316356,51.1540741,1,60,1,130
0,71.4312065,51.1541751,1,60,1,337
0,71.4199962,51.1827167,102,30,2,170
0,71.4289856,51.1778044,1,60,2,259
0,72.8343210,49.7986529,5,40,2,57
0,72.8349204,49.7988494,101,40,1,237
0,72.8274773,49.7955468,101,40,1,56
0,71.5717301,51.1348829,1,70,2,285
0,72.2233486,50.7884660,5,60,2,320
0,73.0838254,49.8083351,1,60,2,336
0,71.4060970,51.0991405,1,60,1,15
0,71.4110282,51.1587273,1,60,1,350
0,71.4326468,51.1550095,1,60,1,41
0,71.4336312,51.1556926,1,60,1,222
0,71.4191446,51.1417863,1,60,1,23
0,71.4118786,51.1564597,1,60,1,173
0,74.2107580,55.8435545,1,50,2,60
0,73.3969750,54.9848786,3,60,1,264
0,73.3969387,54.9849894,3,60,1,85
0,74.5790594,55.0624150,103,20,1,180
0,73.2339700,55.0285417,102,20,1,290
0,73.2350720,55.0285387,102,20,1,90
0,73.2571520,55.0360525,101,40,1,66
0,73.2500608,55.0341865,101,40,1,260
0,73.3501280,54.9492126,102,20,1,173
0,73.3499560,54.9498811,102,20,1,359
0,73.4463125,54.9611181,102,20,2,103
0,73.4523207,54.9897324,1,60,2,88
0,73.3917725,54.9863129,102,10,2,353
0,73.5982680,54.9311252,102,10,2,292
0,73.5877200,54.9318060,102,10,2,260
0,73.5821728,54.9312565,102,10,2,259
0,73.5769740,54.9307557,102,10,2,260
0,73.5712400,54.9301650,102,10,2,261
0,73.5659760,54.9296660,102,10,2,262
0,73.3045900,54.8953334,1,60,2,10
0,73.3958012,55.0047253,106,40,1,300
0,73.2619804,55.0331791,102,20,2,66
0,73.2829928,55.0366605,102,20,2,88
0,73.4021844,54.9563488,103,20,2,338
0,73.5721672,55.0081912,5,60,1,263
0,73.8422296,55.0285972,105,90,0,240
0,73.3868265,54.9576654,1,60,1,354
0,73.3345824,54.9343912,1,60,1,207
0,73.3500480,55.0024966,1,60,1,325
0,73.4040248,54.9906033,1,60,2,84
0,74.3336302,56.9028190,101,20,1,248
0,73.4491557,54.9985366,104,40,1,69
0,72.9461825,56.0546745,106,10,2,33
0,74.7034907,54.1635803,102,10,2,150
0,74.6772695,54.1644364,101,30,1,240
0,73.3028144,54.9922160,102,20,1,41
0,73.3018863,54.9916036,102,20,1,221
0,72.8696108,54.9783895,5,90,1,305
0,73.3485353,54.9668802,101,40,1,235
0,73.3439917,54.9874517,1,60,1,236
0,73.2250356,54.9717517,1,60,2,210
0,73.3085167,55.0322804,1,60,1,15
0,73.4170657,55.0310168,1,60,1,36
0,73.3794558,54.9555339,1,60,2,359
0,73.3321041,54.9327978,106,40,2,114
0,73.3107269,54.9755202,1,60,1,239
0,72.7618825,55.8801616,103,80,0,155
0,73.4480023,54.9894861,5,60,1,267
0,73.3307952,54.9818016,101,40,1,241
0,73.3593714,54.9948102,5,60,1,148
0,73.3046275,55.0218814,5,60,1,305
0,73.4114599,54.8875926,5,60,1,67
0,73.3830124,54.9704922,3,60,1,82
0,73.3646393,54.9959211,3,60,1,90
0,73.2775320,54.9808150,1,60,2,130
0,73.1356420,55.0154250,5,60,1,102
0,73.4055912,55.0121071,105,60,2,170
0,73.0635881,55.0717704,5,90,2,165
0,73.2604676,55.0443273,103,30,2,168
0,73.2726609,55.0456274,105,60,1,335
0,73.1262070,54.5757557,103,80,1,194
0,73.2707754,54.8400955,103,60,1,220
0,73.3540821,54.9038655,102,10,2,15
0,73.3767200,54.9939147,3,60,1,31
0,73.3805180,54.9828470,3,60,1,179
0,73.3969331,54.9850756,3,60,1,175
0,73.3922070,54.9844784,3,60,1,352
0,72.1975618,55.8944851,5,60,1,285
0,73.3649236,54.9988351,3,60,1,181
0,73.3648163,54.9948902,3,60,1,181
0,73.1729043,55.0102645,1,60,2,106
0,73.3870304,54.9820898,3,60,1,83
0,73.3387828,55.0106460,5,60,1,128
0,73.3645964,55.0090525,3,60,1,90
0,73.3627510,55.0091018,3,60,1,269
0,73.3865315,54.9842691,3,60,1,83
0,74.6127052,55.0032922,101,80,1,71
0,74.6004479,55.0019179,101,60,1,262
0,74.6120404,55.0031522,101,60,1,70
0,73.4093531,54.9930608,101,40,1,122
0,73.4375257,54.9322616,105,40,1,128
0,73.3686250,54.9959827,3,60,1,90
0,73.4667456,54.9097714,101,40,1,143
0,73.4547722,54.9203814,103,30,2,140
0,73.3723909,54.9944040,3,60,1,6
0,73.3726001,54.9958011,3,60,1,5
0,73.3712590,54.9911481,3,60,1,95
0,73.3727503,54.9968904,3,60,1,4
0,73.3729756,54.9988751,3,60,1,4
0,73.3687142,54.9946183,3,60,1,273
0,73.3731151,55.0002105,3,60,1,5
0,73.5227662,54.9253077,103,40,2,95
0,73.3765805,54.9724413,101,40,1,79
0,73.3667797,54.9704275,101,40,1,252
0,73.3987516,54.9739161,3,60,1,172
0,73.3989662,54.9736205,3,60,1,352
0,73.4137022,54.9610842,101,40,1,357
0,73.3952057,54.9712712,1,60,1,265
0,73.2988822,54.8728195,5,60,1,197
0,73.2936198,54.8633269,5,60,1,18
0,72.6951653,54.9905910,101,70,1,89
0,73.4126991,54.9471761,102,20,2,147
0,73.4088958,54.9951826,1,40,2,172
0,73.5440844,54.6380382,5,90,1,329
0,73.3871698,54.9730358,3,60,1,265
0,73.3871483,54.9731903,3,60,1,85
0,73.3821058,54.9727088,3,60,1,265
0,73.3824384,54.9727087,3,60,1,173
0,73.3822560,54.9729186,3,60,1,353
0,71.9039726,54.9474750,5,60,2,88
0,73.4001034,55.0257621,102,20,2,272
0,73.4173876,55.0291721,102,20,2,125
0,73.2566804,55.0359142,102,20,2,245
0,73.4160975,54.9515123,5,40,1,187
0,73.4108859,55.0195687,102,20,2,96
0,73.2935822,55.0853682,103,60,1,330
0,71.9260740,54.8916653,103,30,2,13
0,71.9883871,54.7418166,103,40,2,21
0,71.9591618,54.9130154,104,20,0,0
0,71.8868119,54.8994948,103,20,1,233
0,73.3871376,54.9731094,3,60,2,175
0,73.2935876,55.0047887,102,20,1,129
0,73.2930887,55.0049671,102,20,1,309
0,73.3181459,54.9192376,101,40,1,192
